category,gDork

Various Online Devices,intitle:"SNC-RZ" -demo 

Error Messages,intitle:"Apache Tomcat" "Error Report" 

Advisories and Vulnerabilities,"powered by ubbthreads" 

Advisories and Vulnerabilities,"powered by pppblog v ..(.)" 

Advisories and Vulnerabilities,Copyright . Nucleus CMS v. . Valid XHTML . Strict . Valid CSS . Back to top -demo -"deadly eyes" 

Advisories and Vulnerabilities,"Powered by PHP-Fusion v.." | "Powered by PHP-Fusion v...." | "Powered by PHP-Fusion v...." -v.. -johnny.ihackstuff 

Advisories and Vulnerabilities,intitle:"XOOPS Site" intitle:"Just Use it!" | "powered by xoops (.)|(......)" 

Advisories and Vulnerabilities,inurl:wp-login.php +Register Username Password "remember me" -echo -trac -footwear 

Web Server Detection,intitle:"BadBlue: the file-sharing web server anyone can use" 

Advisories and Vulnerabilities,allinurl:tseekdir.cgi 

Various Online Devices,intitle:"Veo Observer XT" -inurl:shtml|pl|php|htm|asp|aspx|pdf|cfm -intext:observer 

Various Online Devices,(intitle:(EyeSpyFX|OptiCamFX) "go to camera")|(inurl:servlet/DetectBrowser) 

Advisories and Vulnerabilities,intitle:"X Chat Help Center" | "Powered By X Chat" -milwrm -exploit 

Various Online Devices,inurl:cgi-bin/guestimage.html 

Advisories and Vulnerabilities,intext:"This site is using phpGraphy" | intitle:"my phpgraphy site" 

Advisories and Vulnerabilities,intext:"Powered by PCPIN.com" -site:pcpin.com -ihackstuff -"works with" -findlaw 

Network or Vulnerability Data,intitle:rshell +uname -bbpress 

Various Online Devices,intitle:"iGuard Fingerprint Security System" 

Pages Containing Login Portals,inurl:"phplogin.php" 

Pages Containing Login Portals,intitle:("TrackerCam Live Video")|("TrackerCam Application Login")|("Trackercam Remote") -trackercam.com 

Network or Vulnerability Data,"The statistics were last updated" "Daily"-microsoft.com 

Pages Containing Login Portals,(intitle:"Please login - Forums powered by WWWThreads")|(inurl:"wwwthreads/login.php")|(inurl:"wwwthreads/login.pl?Cat=") 

Pages Containing Login Portals,(intitle:"rymo Login")|(intext:"Welcome to rymo") -family 

Pages Containing Login Portals,intitle:"Employee Intranet Login" 

Pages Containing Login Portals,inurl:"/slxweb.dll/external?name=(custportal|webticketcust)" 

Vulnerable Servers,intitle:"Uploader - Uploader v" -pixloads.com 

Web Server Detection,intitle:"Apache Status" "Apache Server Status for" 

Pages Containing Login Portals,"SquirrelMail version" "By the SquirrelMail Development Team" 

Pages Containing Login Portals,(intitle:"Please login - Forums powered by UBB.threads")|(inurl:login.php "ubb") 

Pages Containing Login Portals,intitle:"TWIG Login" 

Pages Containing Login Portals,intitle:IMP inurl:imp/index.php 

Footholds,(intitle:"SHOUTcast Administrator")|(intext:"U SHOUTcast D.N.A.S. Status") 

Pages Containing Login Portals,intitle:"SHOUTcast Administrator" inurl:admin.cgi 

Web Server Detection,intext:"Target Multicast Group" "beacon" 

Various Online Devices,intitle:"Device Status Summary Page" -demo 

Pages Containing Login Portals,(intitle:"WmSC e-Cart Administration")|(intitle:"WebMyStyle e-Cart Administration") 

Pages Containing Login Portals,intitle:"eXist Database Administration" -demo 

Advisories and Vulnerabilities,inurl:database.php | inurl:info_db.php ext:php "Database V.*" "Burning Board *" 

Error Messages,"Warning: Division by zero in" "on line" -forum 

Error Messages,"Warning: mysql_connect(): Access denied for user: '*@*" "on line" -help -forum 

Error Messages,"Warning:" "failed to open stream: HTTP request failed" "on line" 

Advisories and Vulnerabilities,"You have not provided a survey identification num 

Error Messages,"Warning: Bad arguments to (join|implode) () in" "on line" -help -forum 

Advisories and Vulnerabilities,"This script was created by Php-ZeroNet" "Script . Php-ZeroNet" 

Error Messages,"Unable to jump to row" "on MySQL result index" "on line" 

Advisories and Vulnerabilities,intitle:"HelpDesk" "If you need additional help, please email helpdesk at" 

Vulnerable Servers,intitle:"MvBlog powered" 

Advisories and Vulnerabilities,"powered by active php bookmarks" | inurl:bookmarks/view_group.php?id= 

Pages Containing Login Portals,Please enter a valid password! inurl:polladmin 

Advisories and Vulnerabilities,inurl:resetcore.php ext:php 

Various Online Devices,(intitle:MOBOTIX intitle:PDAS) | (intitle:MOBOTIX intitle:Seiten) | (inurl:/pda/index.html +camera) 

Various Online Devices,intitle:"IVC Control Panel" 

Advisories and Vulnerabilities,"powered by sphider" -exploit -ihackstuff -www.cs.ioc.ee 

Network or Vulnerability Data,"by Reimar Hoven. All Rights Reserved. Disclaimer" | inurl:"log/logdb.dta" 

Advisories and Vulnerabilities,inurl:"extras/update.php" intext:mysql.php -display 

Advisories and Vulnerabilities,inurl:sysinfo.cgi ext:cgi 

Advisories and Vulnerabilities,inurl:perldiver.cgi ext:cgi 

Advisories and Vulnerabilities,inurl:tmssql.php ext:php mssql pear adodb -cvs -akbk 

Advisories and Vulnerabilities,"powered by php photo album" | inurl:"main.php?cmd=album" -demo -pitanje 

Advisories and Vulnerabilities,intext:"- The phpHeaven Team" -sourceforge 

Advisories and Vulnerabilities,"powered by phplist" | inurl:"lists/?p=subscribe" | inurl:"lists/index.php?p=subscribe" -ubbi -bugs +phplist -tincan.co.uk 

Advisories and Vulnerabilities,inurl:server.php ext:php intext:"No SQL" -Released 

Advisories and Vulnerabilities,intitle:PHPOpenChat inurl:"index.php?language=" 

Network or Vulnerability Data,inurl:/counter/index.php intitle:"+PHPCounter .*" 

Advisories and Vulnerabilities,intext:"- The phpHeaven Team" -sourceforge 

Advisories and Vulnerabilities,"- ReloadCMS Team." 

Advisories and Vulnerabilities,"powered by claroline" -demo 

Advisories and Vulnerabilities,"PhpCollab . Log In" | "NetOffice . Log In" | (intitle:"index.of." intitle:phpcollab|netoffice inurl:phpcollab|netoffice -gentoo) 

Advisories and Vulnerabilities,intext:"Powered by Plogger!" -plogger.org -ihackstuff -exploit 

Advisories and Vulnerabilities,intext:"powered by gcards" -ihackstuff -exploit 

Advisories and Vulnerabilities,"Powered by XHP CMS" -ihackstuff -exploit -xhp.targetit.ro 

Advisories and Vulnerabilities,"powered by php icalendar" -ihackstuff -exploit 

Advisories and Vulnerabilities,"powered by guestbook script" -ihackstuff -exploit 

Advisories and Vulnerabilities,WEBalbum - duda -ihackstuff -exploit 

Advisories and Vulnerabilities,inurl:*.exe ext:exe inurl:/*cgi*/ 

Pages Containing Login Portals,intitle:"EZPartner" -netpond 

Pages Containing Login Portals,inurl: intitle:RemotelyAnywhere -site:realvnc.comg 

Files Containing Juicy Info,intitle:"LOGREP - Log file reporting system" -site:itefix.no 

Pages Containing Login Portals,"Web-Based Management" "Please input password to login" -inurl:johnny.ihackstuff.com 

Various Online Devices,intitle:"DVR Client" -the -free -pdf -downloads -blog -download -dvrtop 

Various Online Devices,"OK logout" inurl:vb.htm?logout= 

Files Containing Passwords,inurl:"calendarscript/users.txt" 

Various Online Devices,intitle:"Edr remote viewer" 

Pages Containing Login Portals,inurl:"vsadmin/login" | inurl:"vsadmin/admin" inurl:.php|.asp -"Response.Buffer = True" -javascript 

Pages Containing Login Portals,intitle:"Login to @Mail" (ext:pl | inurl:"index") -dwaffleman 

Various Online Devices,intitle:"AR-*" "browser of frame dealing is necessary" 

Various Online Devices,intext:"you to handle frequent configuration jobs easily and quickly" | intitle:"Show/Search other devices" 

Advisories and Vulnerabilities,"Thank You for using WPCeasy" 

Various Online Devices,intitle:"NAS" inurl:indexeng.html 

Various Online Devices,intitle:"Skystream Networks Edge Media Router" -securitytracker.com 

Various Online Devices,intitle:"Ethernet Network Attached Storage Utility" 

Various Online Devices,intitle:"GigaDrive Utility" 

Files Containing Juicy Info,intitle:"Joomla - Web Installer" 

Various Online Devices,http://www.google.com/search?q=intitle:%Webview+Logon+Page%&filter= 

Files Containing Juicy Info,(intitle:"PRTG Traffic Grapher" inurl:"allsensors")|(intitle:"PRTG Traffic Grapher - Monitoring Results") 

Various Online Devices,intitle:"WxGoos-" ("Camera image"|" seconds" ) 

Footholds,(intitle:"WordPress ÃƒÂ¢Ã¢â€šÂ¬Ã‚Âº Setup Configuration File")|(inurl:"setup-config.php?step=") 

Advisories and Vulnerabilities,"powered by sblog" +"version ." 

Network or Vulnerability Data,inurl:"NmConsole/Login.asp" | intitle:"Login - Ipswitch WhatsUp Professional " | intext:"Ipswitch WhatsUp Professional  (SP)" "Ipswitch, Inc" 

Error Messages,filetype:asp + "[ODBC SQL" 

Pages Containing Login Portals,inurl:"/admin/configuration. php?" Mystore 

Files Containing Passwords,filetype:sql "insert into" (pass|passwd|password) 

Advisories and Vulnerabilities,"Powered by Simplog" 

Footholds,"index of /" ( upload.cfm | upload.asp | upload.php | upload.cgi | upload.jsp | upload.pl ) 

Vulnerable Files,inurl:updown.php | intext:"Powered by PHP Uploader Downloader" 

Advisories and Vulnerabilities,"powered by images" 

Advisories and Vulnerabilities,("powered by nocc" intitle:"NOCC Webmail") -site:sourceforge.net -Zoekinalles.nl -analysis 

Advisories and Vulnerabilities,intitle:"igenus webmail login" 

Sensitive Directories,allintitle:"FirstClass Login" 

Advisories and Vulnerabilities,intext:"Powered By Geeklog" -geeklog.net 

Advisories and Vulnerabilities,intitle:admbook intitle:version filetype:php 

Advisories and Vulnerabilities,intitle:"images - Image Gallery Management System" and intext:"Powered by images .." 

Files Containing Juicy Info,"not for public release" -.edu -.gov -.mil 

Advisories and Vulnerabilities,("This DragonflyÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ installation was" | "Thanks for downloading Dragonfly") -inurl:demo -inurl:cpgnuke.com 

Advisories and Vulnerabilities,inurl:docmgr | intitle:"DocMGR" "enter your Username and"|"und Passwort bitte"|"saisir votre nom"|"su nombre de usuario" -ext:pdf -inurl:"download.php 

Advisories and Vulnerabilities,(intitle:"Flyspray setup"|"powered by flyspray ..") -flyspray.rocks.cc 

Advisories and Vulnerabilities,intext:"LinPHA Version" intext:"Have fun" 

Advisories and Vulnerabilities,(intitle:"metaframe XP Login")|(intitle:"metaframe Presentation server Login") 

Advisories and Vulnerabilities,"powered by runcms" -runcms.com -runcms.org 

Pages Containing Login Portals,inurl:idsweb 

Advisories and Vulnerabilities,"index of" intext:fckeditor inurl:fckeditor 

Footholds,"Please re-enter your password It must match exactly" 

Pages Containing Login Portals,intext:"Fill out the form below completely to change your password and user name. If new username is left blank, your old one will be assumed." -edu 

Network or Vulnerability Data,inurl:CrazyWWWBoard.cgi intext:"detailed debugging information" 

Advisories and Vulnerabilities,"Powered by Loudblog" 

Advisories and Vulnerabilities,intitle:"bevo installer" intext:"Installer fÃƒÆ’Ã‚Â¼r Version" 

Advisories and Vulnerabilities,"This website engine code is copyright" " by Clever Copy" -inurl:demo 

Various Online Devices,intext:"Welcome to Taurus" "The Taurus Server Appliance" intitle:"The Taurus Server Appliance" 

Web Server Detection,inurl:wl.exe inurl:?SS= intext:"Operating system:" -edu -gov -mil 

Various Online Devices,inurl:setdo.cgi intext:"Set DO OK" 

Files Containing Passwords,filetype:reg reg +intext:ÃƒÂ¢Ã¢â€šÂ¬Ã‚ÂWINVNCÃƒÂ¢Ã¢â€šÂ¬Ã‚Â 

Vulnerable Servers,intitle:"Horde :: My Portal" -"[Tickets" 

Vulnerable Servers,inurl:rpSys.html 

Pages Containing Login Portals,intitle:Ovislink inurl:private/login 

Advisories and Vulnerabilities,inurl:install.pl intitle:GTchat 

Various Online Devices,intitle:"::::: INTELLINET IP Camera Homepage ::::: 

Vulnerable Servers,filetype:pl intitle:"Ultraboard Setup" 

Files Containing Juicy Info,intext:ViewCVS inurl:Settings.php 

Pages Containing Login Portals,"Powered by Midmart Messageboard" "Administrator Login" 

Sensitive Directories,inurl:install.pl intext:"Reading path paramaters" -edu 

Files Containing Juicy Info,inurl:build.err 

Pages Containing Login Portals,"intitle: Integrated Communications Platform" inurl:main.htm 

Footholds,inurl:"tmtrack.dll?" 

Various Online Devices,intitle:"Dell Laser Printer *" port_ -johnny.ihackstuff 

Pages Containing Login Portals,"bp blog admin" intitle:login | intitle:admin -site:johnny.ihackstuff.com 

Files Containing Passwords,ext:asa | ext:bak intext:uid intext:pwd -"uid..pwd" database | server | dsn 

Advisories and Vulnerabilities,intext:"PhpGedView Version" intext:"final - index" -inurl:demo 

Advisories and Vulnerabilities,intext:"Powered by DEV web management system" -dev-wms.sourceforge.net -demo 

Advisories and Vulnerabilities,intitle:"phpDocumentor web interface" 

Files Containing Passwords,inurl:"editor/list.asp" | inurl:"database_editor.asp" | inurl:"login.asa" "are set" 

Files Containing Passwords,ext:passwd -intext:the -sample -example 

Files Containing Passwords,enable password | secret "current configuration" -intext:the 

Files Containing Passwords,filetype:bak createobject sa 

Various Online Devices,intitle:Axis inurl:"/admin/admin.shtml" 

Network or Vulnerability Data,inurl:ovcgi/jovw 

Advisories and Vulnerabilities,intext:"Powered by CubeCart .." intitle:"Powered by CubeCart" 

Pages Containing Login Portals,"Emergisoft web applications are a part of our" 

Various Online Devices,inurl:/img/vr.htm 

Various Online Devices,DCS inurl:"/web/login.asp" 

Files Containing Juicy Info,inurl:/cgi-bin/pass.txt 

Network or Vulnerability Data,inurl:proxy | inurl:wpad ext:pac | ext:dat findproxyforurl 

Pages Containing Login Portals,inurl:/Merchant/admin.mv | inurl:/Merchant/admin.mvc | intitle:"Miva Merchant Administration Login" -inurl:cheap-malboro.net 

Pages Containing Login Portals,intitle:"Admin login" "Web Site Administration" "Copyright" 

Pages Containing Login Portals,intitle:"bevo > Login form" "Login form. You must log in! You will have to accept cookies in order to log in" -demo -site:bevolution.net 

Files Containing Juicy Info,(intitle:WebStatistica inurl:main.php) | (intitle:"WebSTATISTICA server") -inurl:statsoft -inurl:statsoftsa -inurl:statsoftinc.com -edu -software -rob 

Files Containing Passwords,inurl:ventrilo_srv.ini adminpassword 

Vulnerable Files,inurl:guestbook/guestbooklist.asp "Post Date" From 

Advisories and Vulnerabilities,"Site powered By Limbo CMS" 

Advisories and Vulnerabilities,intext:"Powered by SimpleBBS v."* 

Advisories and Vulnerabilities,"Powered By phpCOIN .." 

Various Online Devices,inurl:Printers/ipp_.asp 

Advisories and Vulnerabilities," SugarCRM Inc. All Rights Reserved" "Powered By SugarCRM" 

Advisories and Vulnerabilities,"Based on DoceboLMS ." 

Sensitive Directories,"Warning: Installation directory exists at" "Powered by Zen Cart" -demo 

Advisories and Vulnerabilities,"This website powered by PHPX" -demo 

Files Containing Passwords,"parent directory" +proftpdpasswd 

Advisories and Vulnerabilities,"Powered by Xaraya" "Copyright " 

Sensitive Directories,"Welcome to the directory listing of" "NetworkActiv-Web-Server" 

Advisories and Vulnerabilities,"powered by GuppY v"|"Site crÃƒÆ’Ã‚Â©ÃƒÆ’Ã‚Â© avec GuppY v" 

Various Online Devices,intitle:"Snap Server" intitle:"Home" "Active Users" 

Advisories and Vulnerabilities,("Skin Design by Amie of Intense")|("Fanfiction Categories" "Featured Stories")|("default, column, Romance, eFiction") 

Advisories and Vulnerabilities,"Powered by UPB" (b .)|(. final)|(Public Beta .b) 

Files Containing Juicy Info,inurl:wp-mail.php + "There doesn't seem to be any new mail." 

Advisories and Vulnerabilities,"Copyright  -  Miro International Pty Ltd. All rights reserved" "Mambo is Free Software released" 

Various Online Devices,intitle:"Sony SNT-V Video Network Station" inurl:hsrindex.shtml 

Pages Containing Login Portals,"site info for" "Enter Admin Password" 

Network or Vulnerability Data,inurl:webalizer filetype:png -.gov -.edu -.mil -opendarwin 

Various Online Devices,Display Cameras intitle:"Express Live Image" 

Advisories and Vulnerabilities,"This website was created with phpWebThings ." 

Various Online Devices,intitle:"SNOIE Intel Web Netport Manager" OR intitle:"Intel Web Netport Manager Setup/Status" 

Files Containing Juicy Info,intitle:"Welcome to F-Secure Policy Manager Server Welcome Page" 

Pages Containing Login Portals,"Establishing a secure Integrated Lights Out session with" OR intitle:"Data Frame - Browser not HTTP . compatible" OR intitle:"HP Integrated Lights- 

Web Server Detection,inurl:nnls_brand.html OR inurl:nnls_nav.html 

Various Online Devices,intitle:"Summit Management Interface" -georgewbush.org.uk 

Various Online Devices,intitle:Cisco "You are using an old browser or have disabled javascript. You must use version  or higher of Netscape Navigator/Communicator" 

Various Online Devices,intitle:"Iomega NAS Manager" -ihackstuff.com 

Pages Containing Login Portals,intitle:"Merak Mail Server Web Administration" -ihackstuff.com 

Pages Containing Login Portals,"This is a restricted Access Server" "Javascript Not Enabled!"|"Messenger Express" -edu -ac 

Pages Containing Login Portals,inurl:webvpn.html "login" "Please enter your" 

Files Containing Passwords,ext:yml database inurl:config 

Pages Containing Login Portals,"Powered by Merak Mail Server Software" -.gov -.mil -.edu -site:merakmailserver.com -johnny.ihackstuff 

Advisories and Vulnerabilities,inurl:course/category.php | inurl:course/info.php | inurl:iplookup/ipatlas/plot.php 

Advisories and Vulnerabilities,"Powered by XOOPS .. Final" 

Pages Containing Login Portals,intitle:"EXTRANET * - Identification" 

Pages Containing Login Portals,intitle:"EXTRANET login" -.edu -.mil -.gov -johnny.ihackstuff 

Pages Containing Login Portals,intitle:"*- HP WBEM Login" | "You are being prompted to provide login account information for *" | "Please provide the information requested and press 

Pages Containing Login Portals,intitle:"Novell Web Services" "GroupWise" -inurl:"doc/" -.mil -.edu -.gov -filetype:pdf 

Advisories and Vulnerabilities,inurl:"wfdownloads/viewcat.php?list=" 

Pages Containing Login Portals,intitle:"OnLine Recruitment Program - Login" -johnny.ihackstuff 

Pages Containing Login Portals,"iCONECT . :: Login" 

Various Online Devices,"This page is for configuring Samsung Network Printer" | printerDetails.htm 

Sensitive Directories,log inurl:linklint filetype:txt -"checking" 

Various Online Devices,("port_/home")|(inurl:"home?port=") 

Files Containing Passwords,inurl:"Sites.dat"+"PASS=" 

Files Containing Passwords,server-dbs "intitle:index of" 

Network or Vulnerability Data,"The following report contains confidential information" vulnerability -search 

Network or Vulnerability Data,"Shadow Security Scanner performed a vulnerability assessment" 

Pages Containing Login Portals,intitle:"Docutek ERes - Admin Login" -edu 

Network or Vulnerability Data,intitle:"Retina Report" "CONFIDENTIAL INFORMATION" 

Vulnerable Files,intitle:"CJ Link Out V" 

Files Containing Juicy Info,intitle:Bookmarks inurl:bookmarks.html "Bookmarks 

Pages Containing Login Portals,inurl:ocw_login_username 

Advisories and Vulnerabilities,"Welcome to the versatileBulletinBoard" | "Powered by versatileBulletinBoard" 

Advisories and Vulnerabilities,"Cyphor (Release:" -www.cynox.ch 

Footholds,inurl:polly/CP 

Advisories and Vulnerabilities,"News generated by Utopia News Pro" | "Powered By: Utopia News Pro" 

Files Containing Juicy Info,intitle:"urchin (||admin)" ext:cgi 

Network or Vulnerability Data,inurl:status.cgi?host=all 

Various Online Devices,intitle:"IQeye | IQeye | IQeye | IQeye | IQeye" intitle:"Live Images" 

Advisories and Vulnerabilities,intitle:Mantis "Welcome to the bugtracker" ". | . | . | ." 

Network or Vulnerability Data,inurl:login.jsp.bak 

Various Online Devices,intitle:"Biromsoft WebCam" -. -serial -ask -crack -software -a -the -build -download -v -. -numrange:- 

Various Online Devices,(intitle:"VisionGS Webcam Software")|(intext:"Powered by VisionGS Webcam") -showthread.php -showpost.php -"Search Engine" -computersglobal.com -site:g 

Advisories and Vulnerabilities,"Powered By: lucidCMS .." 

Advisories and Vulnerabilities,Powered by PHP-Fusion v.. Ãƒâ€šÃ‚Â© -. -php-fusion.co.uk 

Files Containing Passwords,inurl:/yabb/Members/Admin.dat 

Sensitive Directories,intitle:"Folder Listing" "Folder Listing" Name Size Date/Time File Folder 

Sensitive Directories,"Directory Listing for" "Hosted by Xerver" 

Various Online Devices,intitle:"Netcam" intitle:"user login" 

Vulnerable Files,"powered by my little forum" 

Vulnerable Files,"powered by mailgust" 

Pages Containing Login Portals,intitle:"Supero Doctor III" -inurl:supermicro 

Error Messages,"Warning:" "SAFE MODE Restriction in effect." "The script whose uid is" "is not allowed to access owned by uid  in" "on line" 

Advisories and Vulnerabilities,"CosmoShop by Zaunz Publishing" inurl:"cgi-bin/cosmoshop/lshop.cgi" -johnny.ihackstuff.com -V.. -V.. -V... -V.. -V.* 

Advisories and Vulnerabilities,"Powered by Woltlab Burning Board" -".." -"v.." -"v.." -".." 

Files Containing Passwords,"admin account info" filetype:log 

Error Messages,"Warning: Supplied argument is not a valid File-Handle resource in" 

Advisories and Vulnerabilities,"Maintained with Subscribe Me ..p"+"Professional" inurl:"s.pl" 

Pages Containing Login Portals,intitle:"Admin Login" "admin login" "blogware" 

Footholds,intitle:"netftp" "powered by netftp" inurl:ftp OR intext:login OR inurl:login 

Vulnerable Files,inurl:cartwiz/store/index.asp 

Vulnerable Files,intitle:"Control panel" "Control Panel Login" ArticleLive inurl:admin -demo 

Advisories and Vulnerabilities,"Powered by autolinks pro ." inurl:register.php 

Pages Containing Login Portals,"Please login with admin pass" -"leak" -sourceforge 

Advisories and Vulnerabilities,intitle:"PHP TopSites FREE Remote Admin" 

Pages Containing Login Portals,intitle:"iDevAffiliate - admin" -demo 

Files Containing Passwords,"your password is" filetype:log 

Pages Containing Login Portals,inurl:/modcp/ intext:Moderator+vBulletin 

Advisories and Vulnerabilities,"Powered by GTChat ."+"User Login"+"Remember my login information" 

Advisories and Vulnerabilities,intitle:"WEB//NEWS Personal Newsmanagement" intext:"Ãƒâ€šÃ‚Â© - by Christian Scheb - Stylemotion.de"+"Version . "+"Login" 

Pages Containing Login Portals,intitle:"i-secure v." -edu 

Pages Containing Login Portals,intitle:"Login to the forums - @www.aimoo.com" inurl:login.cfm?id= 

Pages Containing Login Portals,intitle:"Login Forum Powered By AnyBoard" intitle:"If you are a new user:" intext:"Forum Powered By AnyBoard" inurl:gochat -edu 

Advisories and Vulnerabilities,"Mimicboard "+" Nobutaka Makino"+"password"+"message" inurl:page= 

Various Online Devices,intitle:"Orite IC" | intitle:"ORITE Audio IP-Camera IC-" -the -a 

Pages Containing Login Portals,intitle:"PHProjekt - login" login password 

Various Online Devices,Phaser numrange:- Name DNS IP "More Printers" index help filetype:html | filetype:shtml 

Advisories and Vulnerabilities,intitle:"Looking Glass v" "When verifying 

Files Containing Passwords,intitle:rapidshare intext:login 

Vulnerable Servers,"Welcome to Administration" "General" "Local Domains" "SMTP Authentication" inurl:admin 

Advisories and Vulnerabilities,"Powered by PHP Advanced Transfer Manager v." 

Advisories and Vulnerabilities,"Powered by CuteNews" 

Vulnerable Servers,XOOPS Custom Installation 

Various Online Devices,intitle:"netbotz appliance" -inurl:.php -inurl:.asp -inurl:.pdf -inurl:securitypipeline -announces 

Vulnerable Servers,"you can now password" | "this is a special page only seen by you. your profile visitors" inurl:imchaos 

Advisories and Vulnerabilities,"Copyright  Ãƒâ€šÃ‚Â© Digital Scribe v.." 

Pages Containing Login Portals,intext:"Master Account" "Domain Name" "Password" inurl:/cgi-bin/qmailadmin 

Advisories and Vulnerabilities,intitle:guestbook inurl:guestbook "powered by Advanced guestbook .*" "Sign the Guestbook" 

Advisories and Vulnerabilities,"powered by Gallery v" "[slideshow]"|"images" inurl:gallery 

Sensitive Directories,intitle:"Backup-Management (phpMyBackup v.. beta * )" -johnny.ihackstuff 

Vulnerable Files,"maxwebportal" inurl:"default" "snitz forums" +"homepage" -intitle:maxwebportal 

Advisories and Vulnerabilities,"Powered by AzDg" (.. | .. | ..) 

Pages Containing Login Portals,intitle:"Content Management System" "user name"|"password"|"admin" "Microsoft IE ." -mambo -johnny.ihackstuff 

Advisories and Vulnerabilities,"Powered by: Land Down Under " | "Powered by: Land Down Under " - www.neocrome.net 

Pages Containing Login Portals,"Powered by Monster Top List" MTL numrange:- 

Pages Containing Login Portals,"login prompt" inurl:GM.cgi 

Vulnerable Files,"e.org /" inurl:forum_post.php?nt 

Files Containing Passwords,filetype:dat inurl:Sites.dat 

Files Containing Passwords,intext:"enable password " 

Vulnerable Files,"Warning:" "Cannot execute a blank command in" 

Vulnerable Files,"Mail-it Now!" intitle:"Contact form" | inurl:contact.php 

Advisories and Vulnerabilities,"Powered by and copyright class-" .. 

Vulnerable Files,"Powered by Xcomic" 

Files Containing Juicy Info,rdbqds -site:.edu -site:.mil -site:.gov 

Advisories and Vulnerabilities,"Software PBLang" . filetype:php 

Various Online Devices,intitle:"NetCam Live Image" -.edu -.gov -johnny.ihackstuff.com 

Advisories and Vulnerabilities,"Calendar programming by AppIdeas.com" filetype:php 

Advisories and Vulnerabilities,"Powered by MD-Pro" | "made with MD-Pro" 

Advisories and Vulnerabilities,inurl:chitchat.php "choose graphic" 

Files Containing Passwords,ext:inc "pwd=" "UID=" 

Pages Containing Login Portals,intitle:"Content Management System" "user name"|"password"|"admin" "Microsoft IE ." -mambo -johnny.ihackstuff 

Pages Containing Login Portals,intext:"Master Account" "Domain Name" "Password" inurl:/cgi-bin/qmailadmin 

Pages Containing Login Portals,intitle:"web-cyradm"|"by Luc de Louw" "This is only for authorized users" -tar.gz -site:web-cyradm.org -johnny.ihackstuff 

Pages Containing Login Portals,"You have requested to access the management functions" -.edu 

Pages Containing Login Portals,"Please authenticate yourself to get access to the management interface" 

Advisories and Vulnerabilities,"Powered by FUDForum ." -site:fudforum.org -johnny.ihackstuff 

Advisories and Vulnerabilities,intitle:guestbook inurl:guestbook "powered by Adva 

Advisories and Vulnerabilities,"Powered by FUDForum ." -site:fudforum.org -johnny.ihackstuff 

Advisories and Vulnerabilities,phpLDAPadmin intitle:phpLDAPadmin filetype:php inurl:tree.php | inurl:login.php | inurl:donate.php (.. | ..) 

Pages Containing Login Portals,inurl:csCreatePro.cgi 

Various Online Devices,intitle:"INTELLINET" intitle:"IP Camera Homepage" 

Files Containing Juicy Info,contacts ext:wml 

Advisories and Vulnerabilities,"powered by ITWorking" 

Advisories and Vulnerabilities,"Powered by Zorum ." 

Various Online Devices,intitle:iDVR -intitle:"com | net | shop" -inurl:"asp | htm | pdf | html | php | shtml | com | at | cgi | tv" 

Files Containing Juicy Info,intitle:"admin panel" +"Powered by RedKernel" 

Error Messages,"There seems to have been a problem with the" " Please try again by clicking the Refresh button in your web browser." 

Footholds,intitle:MyShell .. build  

Pages Containing Login Portals,intitle:"AlternC Desktop" 

Pages Containing Login Portals,"inspanel" intitle:"login" -"cannot" "Login ID" -site:inspediumsoft.com 

Pages Containing Login Portals,"HostingAccelerator" intitle:"login" +"Username" -"news" -demo 

Pages Containing Login Portals,intitle:"xams .... - Login" 

Various Online Devices,http://www.google.com/search?q=intitle:%Network+Storage+Link+for+USB+.+Disks%+Firmware&num=&hl=en&lr=&ccoff=&safe=off&filter= 

Files Containing Juicy Info,intitle:"curriculum vitae" filetype:doc 

Pages Containing Login Portals,intitle:communigate pro entrance 

Advisories and Vulnerabilities,inurl:index.php fees shop link.codes merchantAccount 

Pages Containing Login Portals,intitle:phpnews.login 

Advisories and Vulnerabilities,intitle:"blog torrent upload" 

Pages Containing Login Portals,intitle:"Cisco CallManager User Options Log On" "Please enter your User ID and Password in the spaces provided below and click the Log On button to co 

Vulnerable Files,"Powered by FunkBoard" 

Various Online Devices,intitle:"V" "welcome to phone settings" password 

Various Online Devices,intitle:"HP ProCurve Switch *" "This product requi 

Vulnerable Files,"Powered by Gravity Board" 

Vulnerable Files,"Powered by SilverNews" 

Vulnerable Files,PHPFreeNews inurl:Admin.php 

Vulnerable Files,inurl:nquser.php filetype:php 

